16,Equipment,8,2021-12-11 17:00:00+00,2021-12-12 02:00:00+00,600.00,2,Cookware (Large)
13,Equipment,6,2021-12-05 16:00:00+00,2021-12-05 18:30:00+00,20.00,10,Heat Lamp
14,Equipment,6,2021-12-12 16:00:00+00,2021-12-14 18:30:00+00,20.00,10,Heat Lamp
5,Equipment,29,2021-12-19 23:00:00+00,2021-12-20 04:59:59+00,1500.00,1,Stage lighting set
5,Equipment,36,2021-12-19 23:00:00+00,2021-12-20 04:59:59+00,200.00,1,Haze machine
26,Equipment,22,2021-12-07 00:30:00+00,2021-12-07 03:00:00+00,20.00,15,Tablecloth
27,Equipment,23,2021-12-21 00:30:00+00,2021-12-21 03:00:00+00,20.00,15,Folding table 
7,Staff,4,2021-12-08 15:00:00+00,2021-12-08 23:00:00+00,33.00,1,BigBrainBri@hotmail.com
21,Staff,8,2021-12-17 00:00:00+00,2021-12-17 03:00:00+00,19.00,1,KarlLee@sympatico.ca
28,Staff,11,2021-12-14 14:00:00+00,2021-12-14 22:00:00+00,40.00,1,BrummerBummer@aol.com
29,Staff,6,2021-12-15 14:00:00+00,2021-12-15 22:00:00+00,20.00,1,FinkelWrinkle@hotmail.com
29,Staff,4,2021-12-15 14:00:00+00,2021-12-15 22:00:00+00,33.00,1,BigBrainBri@hotmail.com
29,Staff,14,2021-12-15 14:00:00+00,2021-12-15 22:00:00+00,48.00,1,SuzzieFergie@aol.com
30,Staff,12,2021-12-16 14:00:00+00,2021-12-16 22:00:00+00,25.00,1,ClaudineLubin@hotmail.com
30,Staff,9,2021-12-16 14:00:00+00,2021-12-16 22:00:00+00,21.00,1,DJM@aol.com
6,Staff,8,2021-12-19 14:00:00+00,2021-12-19 20:00:00+00,19.00,1,KarlLee@sympatico.ca
10,Staff,6,2021-12-27 22:00:00+00,2021-12-28 03:00:00+00,20.00,1,FinkelWrinkle@hotmail.com
12,Staff,2,2021-12-07 19:00:00+00,2021-12-07 21:30:00+00,51.00,1,CondoluciJ@yahoo.com
23,Staff,12,2021-12-11 22:00:00+00,2021-12-12 04:00:00+00,25.00,1,ClaudineLubin@hotmail.com
25,Staff,1,2021-12-17 00:30:00+00,2021-12-17 02:30:00+00,54.00,1,SLu@aol.com
17,Staff,14,2021-12-14 13:00:00+00,2021-12-14 21:00:00+00,48.00,1,SuzzieFergie@aol.com
16,Staff,14,2021-12-11 17:00:00+00,2021-12-12 02:00:00+00,48.00,1,SuzzieFergie@aol.com
16,Staff,10,2021-12-11 17:00:00+00,2021-12-12 02:00:00+00,23.00,1,MegaMurph@hotmail.com
13,Staff,8,2021-12-05 16:00:00+00,2021-12-05 18:30:00+00,19.00,1,KarlLee@sympatico.ca
15,Staff,6,2021-12-19 16:00:00+00,2021-12-19 18:30:00+00,20.00,1,FinkelWrinkle@hotmail.com
32,Staff,11,2021-12-05 00:30:00+00,2021-12-05 04:30:00+00,40.00,1,BrummerBummer@aol.com
32,Staff,4,2021-12-05 00:30:00+00,2021-12-05 04:30:00+00,33.00,1,BigBrainBri@hotmail.com
33,Staff,8,2021-12-23 18:00:00+00,2021-12-24 03:00:00+00,19.00,1,KarlLee@sympatico.ca
33,Staff,5,2021-12-23 18:00:00+00,2021-12-24 03:00:00+00,28.00,1,NoreenM@yahoo.com
4,Staff,18,2021-12-06 15:00:00+00,2021-12-06 23:00:00+00,33.00,1,ThomPurpi@aol.com
3,Staff,4,2021-12-05 15:00:00+00,2021-12-05 23:00:00+00,33.00,1,BigBrainBri@hotmail.com
4,Staff,6,2021-12-06 15:00:00+00,2021-12-06 23:00:00+00,20.00,1,FinkelWrinkle@hotmail.com
28,Caterer,4,2021-12-14 14:00:00+00,2021-12-14 22:00:00+00,460.00,1,Night Kitchen Catering
29,Equipment,5,2021-12-15 14:00:00+00,2021-12-15 22:00:00+00,30.00,2,Propane 
10,Caterer,6,2021-12-27 22:00:00+00,2021-12-28 03:00:00+00,2600.00,1,Zerda
8,Caterer,17,2021-12-02 01:00:00+00,2021-12-02 03:30:00+00,1530.00,1,Toad Style
17,Caterer,19,2021-12-14 13:00:00+00,2021-12-14 21:00:00+00,253.00,1,Bleck's food
13,Caterer,2,2021-12-05 16:00:00+00,2021-12-05 18:30:00+00,750.00,1,Bartleby & Sage
5,Caterer,3,2021-12-19 23:00:00+00,2021-12-20 04:59:59+00,1000.00,1,Deborah Miller Catering
2,Equipment,5,2021-12-04 15:00:00+00,2021-12-04 23:00:00+00,30.00,2,Propane 
4,Equipment,5,2021-12-06 15:00:00+00,2021-12-06 23:00:00+00,30.00,2,Propane 
28,Entertainment,6,2021-12-14 14:00:00+00,2021-12-14 22:00:00+00,100.00,1,Kate Gentile
29,Entertainment,13,2021-12-15 14:00:00+00,2021-12-15 22:00:00+00,1000.00,1,Joeseph Exotica
12,Entertainment,6,2021-12-07 19:00:00+00,2021-12-07 21:30:00+00,100.00,1,Kate Gentile
9,Entertainment,10,2021-12-16 01:00:00+00,2021-12-16 03:30:00+00,350.00,1,Sad Bob
14,Entertainment,5,2021-12-12 16:00:00+00,2021-12-14 18:30:00+00,150.00,1,Lea Bertucci
33,Equipment,2,2021-12-23 18:00:00+00,2021-12-24 03:00:00+00,4.00,1,Surge Protector
33,Equipment,26,2021-12-23 18:00:00+00,2021-12-24 03:00:00+00,50.00,3,Microphone
33,Equipment,27,2021-12-23 18:00:00+00,2021-12-24 03:00:00+00,20.00,1,Amplifier
33,Equipment,28,2021-12-23 18:00:00+00,2021-12-24 03:00:00+00,200.00,1,Soundboard
33,Equipment,33,2021-12-23 18:00:00+00,2021-12-24 03:00:00+00,300.00,1,Power supply
7,Equipment,16,2021-12-08 15:00:00+00,2021-12-08 23:00:00+00,2000.00,1,20x40 stage
7,Equipment,26,2021-12-08 15:00:00+00,2021-12-08 23:00:00+00,50.00,10,Microphone
20,Equipment,27,2021-12-10 00:00:00+00,2021-12-10 03:00:00+00,20.00,1,Amplifier
22,Equipment,27,2021-12-23 00:00:00+00,2021-12-23 03:00:00+00,20.00,1,Amplifier
29,Equipment,17,2021-12-15 14:00:00+00,2021-12-15 22:00:00+00,2800.00,2,20x60 stage
30,Equipment,3,2021-12-16 14:00:00+00,2021-12-16 22:00:00+00,180.00,2,6 Burner Stove
29,Equipment,1,2021-12-15 14:00:00+00,2021-12-15 22:00:00+00,3.00,5,Extension Cord 
6,Equipment,22,2021-12-19 14:00:00+00,2021-12-19 20:00:00+00,20.00,10,Tablecloth
6,Equipment,12,2021-12-19 14:00:00+00,2021-12-19 20:00:00+00,40.00,3,Silverware (Medium)
12,Equipment,32,2021-12-07 19:00:00+00,2021-12-07 21:30:00+00,10.00,10,Balloons
8,Equipment,31,2021-12-02 01:00:00+00,2021-12-02 03:30:00+00,50.00,1,Screen
23,Equipment,30,2021-12-11 22:00:00+00,2021-12-12 04:00:00+00,200.00,1,Projector
31,Equipment,11,2021-12-18 15:00:00+00,2021-12-18 18:00:00+00,80.00,5,Silverware (Large)
16,Equipment,22,2021-12-11 17:00:00+00,2021-12-12 02:00:00+00,20.00,200,Tablecloth
16,Equipment,14,2021-12-11 17:00:00+00,2021-12-12 02:00:00+00,300.00,10,Dishes (Large)
14,Equipment,22,2021-12-12 16:00:00+00,2021-12-14 18:30:00+00,20.00,10,Tablecloth
32,Equipment,24,2021-12-05 00:30:00+00,2021-12-05 04:30:00+00,10.00,1000,Folding chair
5,Equipment,2,2021-12-19 23:00:00+00,2021-12-20 04:59:59+00,4.00,1,Surge Protector
5,Equipment,33,2021-12-19 23:00:00+00,2021-12-20 04:59:59+00,300.00,2,Power supply
5,Equipment,34,2021-12-19 23:00:00+00,2021-12-20 04:59:59+00,200.00,1,Light board
26,Equipment,23,2021-12-07 00:30:00+00,2021-12-07 03:00:00+00,20.00,15,Folding table 
27,Equipment,24,2021-12-21 00:30:00+00,2021-12-21 03:00:00+00,10.00,30,Folding chair
7,Staff,17,2021-12-08 15:00:00+00,2021-12-08 23:00:00+00,30.00,1,Kyle.McG@gmail.com
22,Staff,8,2021-12-23 00:00:00+00,2021-12-23 03:00:00+00,19.00,1,KarlLee@sympatico.ca
28,Staff,12,2021-12-14 14:00:00+00,2021-12-14 22:00:00+00,25.00,1,ClaudineLubin@hotmail.com
29,Staff,3,2021-12-15 14:00:00+00,2021-12-15 22:00:00+00,42.00,1,JessGrun@yahoo.ca
29,Staff,17,2021-12-15 14:00:00+00,2021-12-15 22:00:00+00,30.00,1,Kyle.McG@gmail.com
30,Staff,11,2021-12-16 14:00:00+00,2021-12-16 22:00:00+00,40.00,1,BrummerBummer@aol.com
30,Staff,14,2021-12-16 14:00:00+00,2021-12-16 22:00:00+00,48.00,1,SuzzieFergie@aol.com
30,Staff,1,2021-12-16 14:00:00+00,2021-12-16 22:00:00+00,54.00,1,SLu@aol.com
6,Staff,10,2021-12-19 14:00:00+00,2021-12-19 20:00:00+00,23.00,1,MegaMurph@hotmail.com
10,Staff,3,2021-12-27 22:00:00+00,2021-12-28 03:00:00+00,42.00,1,JessGrun@yahoo.ca
8,Staff,5,2021-12-02 01:00:00+00,2021-12-02 03:30:00+00,28.00,1,NoreenM@yahoo.com
31,Staff,4,2021-12-18 15:00:00+00,2021-12-18 18:00:00+00,33.00,1,BigBrainBri@hotmail.com
25,Staff,3,2021-12-17 00:30:00+00,2021-12-17 02:30:00+00,42.00,1,JessGrun@yahoo.ca
18,Staff,9,2021-12-15 13:00:00+00,2021-12-15 21:00:00+00,21.00,1,DJM@aol.com
16,Staff,6,2021-12-11 17:00:00+00,2021-12-12 02:00:00+00,20.00,1,FinkelWrinkle@hotmail.com
16,Staff,18,2021-12-11 17:00:00+00,2021-12-12 02:00:00+00,33.00,1,ThomPurpi@aol.com
14,Staff,6,2021-12-12 16:00:00+00,2021-12-14 18:30:00+00,20.00,1,FinkelWrinkle@hotmail.com
15,Staff,18,2021-12-19 16:00:00+00,2021-12-19 18:30:00+00,33.00,1,ThomPurpi@aol.com
32,Staff,13,2021-12-05 00:30:00+00,2021-12-05 04:30:00+00,25.00,1,RamKub@gmail.com
5,Staff,4,2021-12-19 23:00:00+00,2021-12-20 04:59:59+00,33.00,1,BigBrainBri@hotmail.com
33,Staff,10,2021-12-23 18:00:00+00,2021-12-24 03:00:00+00,23.00,1,MegaMurph@hotmail.com
2,Staff,4,2021-12-04 15:00:00+00,2021-12-04 23:00:00+00,33.00,1,BigBrainBri@hotmail.com
2,Staff,3,2021-12-04 15:00:00+00,2021-12-04 23:00:00+00,42.00,1,JessGrun@yahoo.ca
3,Staff,10,2021-12-05 15:00:00+00,2021-12-05 23:00:00+00,23.00,1,MegaMurph@hotmail.com
26,Staff,2,2021-12-07 00:30:00+00,2021-12-07 03:00:00+00,51.00,1,CondoluciJ@yahoo.com
30,Caterer,18,2021-12-16 14:00:00+00,2021-12-16 22:00:00+00,1820.00,1,Greedi Vegan Bed Stuy
10,Equipment,9,2021-12-27 22:00:00+00,2021-12-28 03:00:00+00,200.00,1,Cookware (Small)
10,Equipment,13,2021-12-27 22:00:00+00,2021-12-28 03:00:00+00,100.00,1,Dishes (Small)
9,Caterer,19,2021-12-16 01:00:00+00,2021-12-16 03:30:00+00,253.00,1,Bleck's food
18,Caterer,20,2021-12-15 13:00:00+00,2021-12-15 21:00:00+00,143.00,1,Borough Pizza
14,Caterer,2,2021-12-12 16:00:00+00,2021-12-14 18:30:00+00,750.00,1,Bartleby & Sage
5,Equipment,13,2021-12-19 23:00:00+00,2021-12-20 04:59:59+00,100.00,2,Dishes (Small)
5,Equipment,20,2021-12-19 23:00:00+00,2021-12-20 04:59:59+00,200.00,1,Refrigerator
3,Caterer,12,2021-12-05 15:00:00+00,2021-12-05 23:00:00+00,380.00,1,EVENTFULLNYC Catering
26,Caterer,10,2021-12-07 00:30:00+00,2021-12-07 03:00:00+00,980.00,1,Bon Soir Catering
28,Entertainment,9,2021-12-14 14:00:00+00,2021-12-14 22:00:00+00,200.00,1,Coney Island Circus Sideshow
29,Entertainment,12,2021-12-15 14:00:00+00,2021-12-15 22:00:00+00,800.00,1,Dirty Circus Variety Show
30,Entertainment,19,2021-12-16 14:00:00+00,2021-12-16 22:00:00+00,40.00,1,Dangerous Animal Handlers
8,Entertainment,1,2021-12-02 01:00:00+00,2021-12-02 03:30:00+00,750.00,1,John Laughalot
31,Entertainment,7,2021-12-18 15:00:00+00,2021-12-18 18:00:00+00,650.00,1,The Bailsmen
15,Entertainment,4,2021-12-19 16:00:00+00,2021-12-19 18:30:00+00,300.00,1,JG Thirlwell + Ensemble
2,Entertainment,16,2021-12-04 15:00:00+00,2021-12-04 23:00:00+00,50.00,1,String Cheese Smile
7,Equipment,2,2021-12-08 15:00:00+00,2021-12-08 23:00:00+00,4.00,75,Surge Protector
7,Equipment,27,2021-12-08 15:00:00+00,2021-12-08 23:00:00+00,20.00,1,Amplifier
7,Equipment,28,2021-12-08 15:00:00+00,2021-12-08 23:00:00+00,200.00,1,Soundboard
7,Equipment,33,2021-12-08 15:00:00+00,2021-12-08 23:00:00+00,300.00,1,Power supply
20,Equipment,2,2021-12-10 00:00:00+00,2021-12-10 03:00:00+00,4.00,1,Surge Protector
20,Equipment,28,2021-12-10 00:00:00+00,2021-12-10 03:00:00+00,200.00,1,Soundboard
20,Equipment,33,2021-12-10 00:00:00+00,2021-12-10 03:00:00+00,300.00,1,Power supply
22,Equipment,2,2021-12-23 00:00:00+00,2021-12-23 03:00:00+00,4.00,1,Surge Protector
22,Equipment,28,2021-12-23 00:00:00+00,2021-12-23 03:00:00+00,200.00,1,Soundboard
22,Equipment,33,2021-12-23 00:00:00+00,2021-12-23 03:00:00+00,300.00,1,Power supply
29,Equipment,16,2021-12-15 14:00:00+00,2021-12-15 22:00:00+00,2000.00,4,20x40 stage
29,Equipment,3,2021-12-15 14:00:00+00,2021-12-15 22:00:00+00,180.00,2,6 Burner Stove
29,Equipment,32,2021-12-15 14:00:00+00,2021-12-15 22:00:00+00,10.00,50,Balloons
29,Equipment,35,2021-12-15 14:00:00+00,2021-12-15 22:00:00+00,200.00,5,Fog machine
6,Equipment,23,2021-12-19 14:00:00+00,2021-12-19 20:00:00+00,20.00,10,Folding table 
12,Equipment,22,2021-12-07 19:00:00+00,2021-12-07 21:30:00+00,20.00,2,Tablecloth
12,Equipment,19,2021-12-07 19:00:00+00,2021-12-07 21:30:00+00,300.00,2,Confetti Cannon
9,Equipment,1,2021-12-16 01:00:00+00,2021-12-16 03:30:00+00,3.00,10,Extension Cord 
23,Equipment,1,2021-12-11 22:00:00+00,2021-12-12 04:00:00+00,3.00,1,Extension Cord 
23,Equipment,31,2021-12-11 22:00:00+00,2021-12-12 04:00:00+00,50.00,1,Screen
31,Equipment,15,2021-12-18 15:00:00+00,2021-12-18 18:00:00+00,200.00,10,Dishes (Medium)
16,Equipment,23,2021-12-11 17:00:00+00,2021-12-12 02:00:00+00,20.00,50,Folding table 
16,Equipment,11,2021-12-11 17:00:00+00,2021-12-12 02:00:00+00,80.00,10,Silverware (Large)
14,Equipment,23,2021-12-12 16:00:00+00,2021-12-14 18:30:00+00,20.00,10,Folding table 
5,Equipment,35,2021-12-19 23:00:00+00,2021-12-20 04:59:59+00,200.00,1,Fog machine
16,Equipment,16,2021-12-11 17:00:00+00,2021-12-12 02:00:00+00,2000.00,1,20x40 stage
26,Equipment,24,2021-12-07 00:30:00+00,2021-12-07 03:00:00+00,10.00,30,Folding chair
27,Equipment,32,2021-12-21 00:30:00+00,2021-12-21 03:00:00+00,10.00,30,Balloons
19,Staff,8,2021-12-03 00:00:00+00,2021-12-03 03:00:00+00,19.00,1,KarlLee@sympatico.ca
28,Staff,4,2021-12-14 14:00:00+00,2021-12-14 22:00:00+00,33.00,1,BigBrainBri@hotmail.com
28,Staff,2,2021-12-14 14:00:00+00,2021-12-14 22:00:00+00,51.00,1,CondoluciJ@yahoo.com
29,Staff,8,2021-12-15 14:00:00+00,2021-12-15 22:00:00+00,19.00,1,KarlLee@sympatico.ca
29,Staff,11,2021-12-15 14:00:00+00,2021-12-15 22:00:00+00,40.00,1,BrummerBummer@aol.com
30,Staff,17,2021-12-16 14:00:00+00,2021-12-16 22:00:00+00,30.00,1,Kyle.McG@gmail.com
30,Staff,3,2021-12-16 14:00:00+00,2021-12-16 22:00:00+00,42.00,1,JessGrun@yahoo.ca
30,Staff,5,2021-12-16 14:00:00+00,2021-12-16 22:00:00+00,28.00,1,NoreenM@yahoo.com
11,Staff,6,2021-12-08 23:00:00+00,2021-12-09 00:30:00+00,20.00,1,FinkelWrinkle@hotmail.com
12,Staff,9,2021-12-07 19:00:00+00,2021-12-07 21:30:00+00,21.00,1,DJM@aol.com
8,Staff,17,2021-12-02 01:00:00+00,2021-12-02 03:30:00+00,30.00,1,Kyle.McG@gmail.com
31,Staff,2,2021-12-18 15:00:00+00,2021-12-18 18:00:00+00,51.00,1,CondoluciJ@yahoo.com
17,Staff,5,2021-12-14 13:00:00+00,2021-12-14 21:00:00+00,28.00,1,NoreenM@yahoo.com
16,Staff,2,2021-12-11 17:00:00+00,2021-12-12 02:00:00+00,51.00,1,CondoluciJ@yahoo.com
16,Staff,9,2021-12-11 17:00:00+00,2021-12-12 02:00:00+00,21.00,1,DJM@aol.com
13,Staff,3,2021-12-05 16:00:00+00,2021-12-05 18:30:00+00,42.00,1,JessGrun@yahoo.ca
14,Staff,10,2021-12-12 16:00:00+00,2021-12-14 18:30:00+00,23.00,1,MegaMurph@hotmail.com
1,Staff,13,2021-12-14 06:00:00+00,2021-12-14 20:00:00+00,25.00,1,RamKub@gmail.com
32,Staff,14,2021-12-05 00:30:00+00,2021-12-05 04:30:00+00,48.00,1,SuzzieFergie@aol.com
33,Staff,2,2021-12-23 18:00:00+00,2021-12-24 03:00:00+00,51.00,1,CondoluciJ@yahoo.com
33,Staff,6,2021-12-23 18:00:00+00,2021-12-24 03:00:00+00,20.00,1,FinkelWrinkle@hotmail.com
3,Staff,5,2021-12-05 15:00:00+00,2021-12-05 23:00:00+00,28.00,1,NoreenM@yahoo.com
2,Staff,8,2021-12-04 15:00:00+00,2021-12-04 23:00:00+00,19.00,1,KarlLee@sympatico.ca
4,Staff,1,2021-12-06 15:00:00+00,2021-12-06 23:00:00+00,54.00,1,SLu@aol.com
27,Staff,2,2021-12-21 00:30:00+00,2021-12-21 03:00:00+00,51.00,1,CondoluciJ@yahoo.com
6,Caterer,15,2021-12-19 14:00:00+00,2021-12-19 20:00:00+00,630.00,1,Lights on Kent Events
12,Caterer,15,2021-12-07 19:00:00+00,2021-12-07 21:30:00+00,630.00,1,Lights on Kent Events
23,Caterer,2,2021-12-11 22:00:00+00,2021-12-12 04:00:00+00,750.00,1,Bartleby & Sage
24,Caterer,5,2021-12-11 00:00:00+00,2021-12-11 04:00:00+00,1200.00,1,Mazza & More
15,Caterer,2,2021-12-19 16:00:00+00,2021-12-19 18:30:00+00,750.00,1,Bartleby & Sage
33,Caterer,7,2021-12-23 18:00:00+00,2021-12-24 03:00:00+00,1200.00,1,Junzi Kitchen
3,Equipment,5,2021-12-05 15:00:00+00,2021-12-05 23:00:00+00,30.00,2,Propane 
27,Caterer,10,2021-12-21 00:30:00+00,2021-12-21 03:00:00+00,980.00,1,Bon Soir Catering
28,Equipment,2,2021-12-14 14:00:00+00,2021-12-14 22:00:00+00,4.00,1,Surge Protector
28,Equipment,27,2021-12-14 14:00:00+00,2021-12-14 22:00:00+00,20.00,1,Amplifier
28,Equipment,28,2021-12-14 14:00:00+00,2021-12-14 22:00:00+00,200.00,1,Soundboard
28,Equipment,29,2021-12-14 14:00:00+00,2021-12-14 22:00:00+00,1500.00,1,Stage lighting set
28,Equipment,33,2021-12-14 14:00:00+00,2021-12-14 22:00:00+00,300.00,2,Power supply
28,Equipment,34,2021-12-14 14:00:00+00,2021-12-14 22:00:00+00,200.00,1,Light board
29,Equipment,2,2021-12-15 14:00:00+00,2021-12-15 22:00:00+00,4.00,1,Surge Protector
29,Equipment,29,2021-12-15 14:00:00+00,2021-12-15 22:00:00+00,1500.00,1,Stage lighting set
29,Equipment,33,2021-12-15 14:00:00+00,2021-12-15 22:00:00+00,300.00,2,Power supply
29,Equipment,34,2021-12-15 14:00:00+00,2021-12-15 22:00:00+00,200.00,1,Light board
30,Entertainment,15,2021-12-16 14:00:00+00,2021-12-16 22:00:00+00,750.00,1,House of Yes Burlesque
8,Equipment,2,2021-12-02 01:00:00+00,2021-12-02 03:30:00+00,4.00,1,Surge Protector
8,Equipment,26,2021-12-02 01:00:00+00,2021-12-02 03:30:00+00,50.00,1,Microphone
8,Equipment,27,2021-12-02 01:00:00+00,2021-12-02 03:30:00+00,20.00,1,Amplifier
8,Equipment,28,2021-12-02 01:00:00+00,2021-12-02 03:30:00+00,200.00,1,Soundboard
8,Equipment,33,2021-12-02 01:00:00+00,2021-12-02 03:30:00+00,300.00,1,Power supply
16,Entertainment,4,2021-12-11 17:00:00+00,2021-12-12 02:00:00+00,300.00,1,JG Thirlwell + Ensemble
5,Entertainment,8,2021-12-19 23:00:00+00,2021-12-20 04:59:59+00,150.00,1,Donny McCaslin
3,Entertainment,3,2021-12-05 15:00:00+00,2021-12-05 23:00:00+00,500.00,1,The Umbrellas
7,Equipment,23,2021-12-08 15:00:00+00,2021-12-08 23:00:00+00,20.00,150,Folding table 
19,Equipment,27,2021-12-03 00:00:00+00,2021-12-03 03:00:00+00,20.00,1,Amplifier
21,Equipment,27,2021-12-17 00:00:00+00,2021-12-17 03:00:00+00,20.00,1,Amplifier
28,Equipment,17,2021-12-14 14:00:00+00,2021-12-14 22:00:00+00,2800.00,2,20x60 stage
30,Equipment,16,2021-12-16 14:00:00+00,2021-12-16 22:00:00+00,2000.00,4,20x40 stage
28,Equipment,3,2021-12-14 14:00:00+00,2021-12-14 22:00:00+00,180.00,2,6 Burner Stove
28,Equipment,35,2021-12-14 14:00:00+00,2021-12-14 22:00:00+00,200.00,5,Fog machine
30,Equipment,35,2021-12-16 14:00:00+00,2021-12-16 22:00:00+00,200.00,5,Fog machine
6,Equipment,24,2021-12-19 14:00:00+00,2021-12-19 20:00:00+00,10.00,100,Folding chair
12,Equipment,23,2021-12-07 19:00:00+00,2021-12-07 21:30:00+00,20.00,2,Folding table 
8,Equipment,1,2021-12-02 01:00:00+00,2021-12-02 03:30:00+00,3.00,10,Extension Cord 
9,Equipment,30,2021-12-16 01:00:00+00,2021-12-16 03:30:00+00,200.00,1,Projector
31,Equipment,30,2021-12-18 15:00:00+00,2021-12-18 18:00:00+00,200.00,2,Projector
31,Equipment,32,2021-12-18 15:00:00+00,2021-12-18 18:00:00+00,10.00,25,Balloons
16,Equipment,24,2021-12-11 17:00:00+00,2021-12-12 02:00:00+00,10.00,200,Folding chair
13,Equipment,23,2021-12-05 16:00:00+00,2021-12-05 18:30:00+00,20.00,10,Folding table 
14,Equipment,24,2021-12-12 16:00:00+00,2021-12-14 18:30:00+00,10.00,150,Folding chair
5,Equipment,1,2021-12-19 23:00:00+00,2021-12-20 04:59:59+00,3.00,1,Extension Cord 
16,Equipment,19,2021-12-11 17:00:00+00,2021-12-12 02:00:00+00,300.00,6,Confetti Cannon
27,Equipment,22,2021-12-21 00:30:00+00,2021-12-21 03:00:00+00,20.00,15,Tablecloth
26,Equipment,32,2021-12-07 00:30:00+00,2021-12-07 03:00:00+00,10.00,30,Balloons
20,Staff,8,2021-12-10 00:00:00+00,2021-12-10 03:00:00+00,19.00,1,KarlLee@sympatico.ca
1,Venue,5,2021-12-14 06:00:00+00,2021-12-14 20:00:00+00,1980.00,1,The Bushwick Starr
2,Venue,8,2021-12-04 15:00:00+00,2021-12-04 23:00:00+00,1230.00,1,Imperial Hall
